frame,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32
0,0.5944362282752991,0.6592096090316772,-0.13850541412830353,0.5977045297622681,0.6472967863082886,-0.1305847018957138,0.5977354645729065,0.6466045379638672,-0.13055524230003357,0.5977212190628052,0.6456969380378723,-0.1305677443742752,0.5962974429130554,0.6460607051849365,-0.1463828682899475,0.595378041267395,0.6446741819381714,-0.14638450741767883,0.5943535566329956,0.6431918144226074,-0.1463562697172165,0.5910594463348389,0.6375398635864258,-0.07664743065834045,0.5871026515960693,0.6368229389190674,-0.14957238733768463,0.5889564156532288,0.6644595265388489,-0.11526235938072205,0.5866253972053528,0.6625728011131287,-0.13617876172065735,0.5530521869659424,0.6512008905410767,0.005739493295550346,0.5520917177200317,0.6780198216438293,-0.17725764214992523,0.5329340696334839,0.7220091223716736,0.06991451233625412,0.52997225522995,0.7717022895812988,-0.1885644793510437,0.5571328997612,0.7765228152275085,0.033041294664144516,0.5395212769508362,0.8414719700813293,-0.1692013144493103,0.5679011940956116,0.7809097170829773,0.02708403579890728,0.5533522963523865,0.8494594693183899,-0.19156081974506378,0.5721608400344849,0.7844042181968689,0.006374267861247063,0.5571939945220947,0.8403677940368652,-0.1845140904188156,0.5673147439956665,0.7845132350921631,0.022757718339562416,0.5539031624794006,0.8368805050849915,-0.1668837070465088,0.4711751937866211,0.7238302826881409,0.06841340661048889,0.4559600055217743,0.7490367293357849,-0.0685761496424675,0.43528348207473755,0.7395410537719727,0.2076665759086609,0.4056258499622345,0.8056525588035583,0.02329944260418415,0.3664451241493225,0.7348243594169617,0.3182608485221863,0.3315138816833496,0.7769052386283875,0.11308778077363968,0.3543374836444855,0.7244188189506531,0.32915249466896057,0.32552242279052734,0.7570669054985046,0.12339337915182114,0.3519083857536316,0.7696697115898132,0.3331892192363739,0.311129093170166,0.8169891834259033,0.10062697529792786
1,0.5955766439437866,0.6604376435279846,-0.10964328795671463,0.5983390212059021,0.6488139629364014,-0.10225611925125122,0.5982613563537598,0.6480517983436584,-0.10226254165172577,0.5981526970863342,0.6471115350723267,-0.10230576992034912,0.5973067879676819,0.6480966210365295,-0.12150663137435913,0.596485435962677,0.646938681602478,-0.12147728353738785,0.595539391040802,0.6455344557762146,-0.12147223949432373,0.5919559001922607,0.6388407349586487,-0.054083745926618576,0.5885564684867859,0.6392952799797058,-0.14244630932807922,0.5901024341583252,0.6652467250823975,-0.08903447538614273,0.5886586308479309,0.6634343862533569,-0.11475832760334015,0.5563419461250305,0.6545971035957336,0.02945695072412491,0.5550676584243774,0.6780439019203186,-0.17850179970264435,0.5351889729499817,0.7242321372032166,0.08786049485206604,0.5299969911575317,0.7674798369407654,-0.1975167840719223,0.5542738437652588,0.775862455368042,0.06162120774388313,0.5373852252960205,0.840815007686615,-0.17331050336360931,0.5635292530059814,0.7792457938194275,0.06345337629318237,0.5473049879074097,0.849376916885376,-0.1951778680086136,0.566070020198822,0.7823412418365479,0.04389778524637222,0.5494890809059143,0.8416064381599426,-0.18598030507564545,0.5626068115234375,0.7830424904823303,0.052390579134225845,0.5465627908706665,0.8380835652351379,-0.1695086807012558,0.47337543964385986,0.7246227264404297,0.06889895349740982,0.4580966830253601,0.749918520450592,-0.0690079927444458,0.49362409114837646,0.7341131567955017,0.23641782999038696,0.40568745136260986,0.8047060966491699,-0.010092604905366898,0.46205365657806396,0.7697935700416565,0.3395863473415375,0.33270516991615295,0.7766616344451904,0.05103880167007446,0.45302629470825195,0.7729213833808899,0.3492240607738495,0.3255225718021393,0.7563572525978088,0.05814320221543312,0.4663257598876953,0.7989344596862793,0.3621255159378052,0.31112274527549744,0.8158389925956726,0.027583884075284004
2,0.5978593826293945,0.6614437699317932,-0.1196531131863594,0.6000194549560547,0.6500238180160522,-0.11180808395147324,0.5998941659927368,0.649412214756012,-0.11179683357477188,0.5997503399848938,0.6486738920211792,-0.11182431131601334,0.599053680896759,0.648980438709259,-0.12939691543579102,0.5981999635696411,0.647675633430481,-0.12937770783901215,0.5971642136573792,0.6460790038108826,-0.1293591856956482,0.5938907265663147,0.6404054164886475,-0.05836563929915428,0.5901997685432434,0.6395615935325623,-0.13973468542099,0.5928314328193665,0.6668598055839539,-0.0974610224366188,0.5913373827934265,0.6644847989082336,-0.12092994898557663,0.558173418045044,0.6578904986381531,0.02905949018895626,0.5585705637931824,0.6779244542121887,-0.17804354429244995,0.5350838899612427,0.7244513630867004,0.08499635756015778,0.5300624966621399,0.761951744556427,-0.19807538390159607,0.5518776774406433,0.7758745551109314,0.051746416836977005,0.5364242792129517,0.8393027782440186,-0.180794358253479,0.5613041520118713,0.7790045142173767,0.049589283764362335,0.545796811580658,0.8488409519195557,-0.20390090346336365,0.5635228157043457,0.7817052006721497,0.02945784293115139,0.5484471917152405,0.8415912985801697,-0.1961008906364441,0.5601419806480408,0.7826550006866455,0.04199142009019852,0.5453122854232788,0.8380265831947327,-0.17765311896800995,0.4742460548877716,0.7256665229797363,0.07006140798330307,0.46068716049194336,0.7500808835029602,-0.07016536593437195,0.47083041071891785,0.737671434879303,0.2402089536190033,0.40562793612480164,0.8046164512634277,-0.006859681103378534,0.42403361201286316,0.7648289799690247,0.3519475758075714,0.33347204327583313,0.7762545943260193,0.05453924462199211,0.41423335671424866,0.7625661492347717,0.3625451326370239,0.3257918655872345,0.7535638809204102,0.06161872670054436,0.41843634843826294,0.7950922846794128,0.36831358075141907,0.3112908899784088,0.8131540417671204,0.0283771064132452
3,0.5989309549331665,0.6636205911636353,-0.14623360335826874,0.6010672450065613,0.6530437469482422,-0.1343880146741867,0.6010265350341797,0.6526407599449158,-0.1343640685081482,0.6009894609451294,0.6520686149597168,-0.13438181579113007,0.5999990105628967,0.6510270237922668,-0.14993253350257874,0.599117636680603,0.6492703557014465,-0.14991401135921478,0.5980289578437805,0.647189199924469,-0.14986984431743622,0.5956906676292419,0.6432905197143555,-0.06214548274874687,0.5911529660224915,0.6398690342903137,-0.14070409536361694,0.5940425395965576,0.6696517467498779,-0.11780060082674026,0.5921133756637573,0.6662530899047852,-0.13814745843410492,0.5597237348556519,0.659426748752594,0.027649464085698128,0.5602994561195374,0.6781089305877686,-0.17702807486057281,0.5350812673568726,0.72446209192276,0.08659358322620392,0.5301269292831421,0.7609267830848694,-0.19677506387233734,0.552019476890564,0.7763711810112,0.05756496638059616,0.5356743931770325,0.8385577201843262,-0.17862223088741302,0.5617446303367615,0.7790310382843018,0.05503134801983833,0.5446130633354187,0.8483796119689941,-0.20174285769462585,0.5642144083976746,0.781384289264679,0.037197720259428024,0.5475751161575317,0.8414768576622009,-0.19377575814723969,0.5604200959205627,0.7825292944908142,0.04866572842001915,0.5444726347923279,0.8377925753593445,-0.17567197978496552,0.4746451675891876,0.7268052101135254,0.07086316496133804,0.46249571442604065,0.7509865760803223,-0.07096204161643982,0.4336913824081421,0.748303234577179,0.19749312102794647,0.40562763810157776,0.8043916821479797,-0.0254472978413105,0.3778304159641266,0.7400540709495544,0.3292463719844818,0.3339798152446747,0.775759756565094,0.04635186120867729,0.3666304647922516,0.7396743893623352,0.34158381819725037,0.32588648796081543,0.7508830428123474,0.0540284737944603,0.35719236731529236,0.7696695327758789,0.33319300413131714,0.3111267685890198,0.8016576170921326,0.019633224233984947
4,0.600009560585022,0.6677777767181396,-0.14927276968955994,0.6019971966743469,0.657100260257721,-0.1376350373029709,0.6019794344902039,0.6566663384437561,-0.1376105397939682,0.6019790768623352,0.6559883952140808,-0.1376245766878128,0.6008571982383728,0.6546216011047363,-0.1530478596687317,0.5999823212623596,0.6526069641113281,-0.15303345024585724,0.5989443063735962,0.6503700613975525,-0.15298812091350555,0.5968595743179321,0.6472652554512024,-0.06485095620155334,0.5922186970710754,0.6423989534378052,-0.14134283363819122,0.5950545072555542,0.6736456751823425,-0.12122607231140137,0.5930087566375732,0.669927179813385,-0.1413787305355072,0.5602156519889832,0.6610305905342102,0.025477997958660126,0.5617121458053589,0.6806568503379822,-0.17510069906711578,0.5343148708343506,0.7240421175956726,0.08645621687173843,0.5299317836761475,0.760798454284668,-0.1915779560804367,0.5514287352561951,0.7763622403144836,0.06226459890604019,0.5362606644630432,0.8350047469139099,-0.16971750557422638,0.5612795352935791,0.7786821722984314,0.06060556322336197,0.5470687747001648,0.8415465950965881,-0.1900365948677063,0.5636516809463501,0.7801449298858643,0.04308844357728958,0.5486171245574951,0.8335939049720764,-0.18397746980190277,0.5597785115242004,0.7815297245979309,0.05368305742740631,0.5447062253952026,0.8307204246520996,-0.1670871376991272,0.4748038351535797,0.7271882891654968,0.07089923322200775,0.46438321471214294,0.7531473636627197,-0.07099782675504684,0.426808625459671,0.7533316016197205,0.19194957613945007,0.40568840503692627,0.8037663102149963,-0.024293411523103714,0.37107938528060913,0.7334129214286804,0.3237563371658325,0.3349924683570862,0.7756136059761047,0.04928320646286011,0.3604542016983032,0.72206711769104,0.33631226420402527,0.3261564075946808,0.7500033378601074,0.05712301284074783,0.350096195936203,0.7543501257896423,0.32786405086517334,0.3113367259502411,0.7971384525299072,0.023412954062223434
5,0.6007871627807617,0.6684678196907043,-0.14558880031108856,0.6027675271034241,0.6574321985244751,-0.13508018851280212,0.6027151346206665,0.6568859815597534,-0.13505640625953674,0.6026824116706848,0.6561282277107239,-0.13507206737995148,0.6016144752502441,0.6553465127944946,-0.1508253514766693,0.6007077693939209,0.653481125831604,-0.1508130133152008,0.5996617078781128,0.6513671278953552,-0.15077336132526398,0.5971229076385498,0.647699773311615,-0.06603088229894638,0.5927255153656006,0.6435824632644653,-0.1418164074420929,0.5958475470542908,0.6743589043617249,-0.11911143362522125,0.593834400177002,0.670918881893158,-0.13974125683307648,0.5606523752212524,0.6626543402671814,0.025365887209773064,0.5621535181999207,0.6822839379310608,-0.17426279187202454,0.5341842174530029,0.7247777581214905,0.07946586608886719,0.5299696326255798,0.7607059478759766,-0.18271438777446747,0.5513588190078735,0.7765741348266602,0.04268981143832207,0.5392802953720093,0.8310704827308655,-0.15092849731445312,0.5614215135574341,0.7786815166473389,0.03937860205769539,0.5526888966560364,0.8336384296417236,-0.16934072971343994,0.563800036907196,0.7798510193824768,0.02517135813832283,0.5548087358474731,0.8230803608894348,-0.16359342634677887,0.5598115921020508,0.7813107967376709,0.035052891820669174,0.5476946234703064,0.8239373564720154,-0.14817732572555542,0.4754578769207001,0.7272894978523254,0.07119403779506683,0.46565163135528564,0.7532243728637695,-0.07129336893558502,0.4323154091835022,0.7519004344940186,0.19336183369159698,0.40643787384033203,0.8033773899078369,-0.018689177930355072,0.37515223026275635,0.7346088290214539,0.32496050000190735,0.33558937907218933,0.7756491303443909,0.04385731741786003,0.36058083176612854,0.7120087146759033,0.3369532823562622,0.32741519808769226,0.7502755522727966,0.05064595490694046,0.3584004044532776,0.758331298828125,0.33104097843170166,0.311487078666687,0.7991289496421814,0.015335110947489738
6,0.6011736392974854,0.6681880950927734,-0.1369091421365738,0.6031078696250916,0.6570501327514648,-0.1259417086839676,0.6030217409133911,0.6564925312995911,-0.12591920793056488,0.602963387966156,0.6557468771934509,-0.12592633068561554,0.602017343044281,0.6552110314369202,-0.14287160336971283,0.6011003255844116,0.6534821391105652,-0.14286324381828308,0.6000441908836365,0.6514667272567749,-0.14282862842082977,0.5971907377243042,0.6476836800575256,-0.060877084732055664,0.5929518342018127,0.6440035700798035,-0.1384965479373932,0.5962232351303101,0.674194872379303,-0.11048246920108795,0.594331681728363,0.6710011959075928,-0.1325807422399521,0.5604259967803955,0.6630606055259705,0.03008767031133175,0.5622324347496033,0.6831028461456299,-0.17055556178092957,0.5335580110549927,0.7247491478919983,0.08264366537332535,0.5298863053321838,0.7593784332275391,-0.17826202511787415,0.5509383082389832,0.7765700221061707,0.0509188249707222,0.5403109788894653,0.8287524580955505,-0.14513662457466125,0.5610723495483398,0.7783231139183044,0.048327334225177765,0.5546126365661621,0.8301093578338623,-0.16356594860553741,0.563616931438446,0.7791880965232849,0.03234126418828964,0.5571243762969971,0.8187987208366394,-0.1576133668422699,0.5595923662185669,0.780734121799469,0.042779672890901566,0.5492124557495117,0.8203362822532654,-0.14230969548225403,0.47533541917800903,0.7275071144104004,0.07117676734924316,0.46580636501312256,0.7534313797950745,-0.07127296924591064,0.4279920160770416,0.7694846987724304,0.18194536864757538,0.40742674469947815,0.8029889464378357,-0.021316485479474068,0.3659796118736267,0.7374913096427917,0.3013263940811157,0.33701092004776,0.775374710559845,0.0514533668756485,0.3616090714931488,0.7146115899085999,0.312182754278183,0.3284860849380493,0.7504632472991943,0.05914073809981346,0.3483651280403137,0.7607088088989258,0.3028574585914612,0.31417685747146606,0.7962655425071716,0.026309296488761902
7,0.6028155088424683,0.6718438267707825,-0.11704123765230179,0.6049686074256897,0.659461498260498,-0.10620883107185364,0.6047927141189575,0.6587268710136414,-0.10619278252124786,0.6046179533004761,0.657809317111969,-0.10619457811117172,0.603961169719696,0.6580587029457092,-0.12393306940793991,0.6029717326164246,0.656356692314148,-0.12392915040254593,0.6018574237823486,0.6544559597969055,-0.12390590459108353,0.5979273319244385,0.649747908115387,-0.045942455530166626,0.5938854217529297,0.6462934017181396,-0.12657518684864044,0.59735506772995,0.6776482462882996,-0.09241979569196701,0.5957804918289185,0.6745309829711914,-0.11558613181114197,0.5604368448257446,0.6641339659690857,0.039436426013708115,0.5627346038818359,0.68558269739151,-0.1613841950893402,0.5330954790115356,0.7247352004051208,0.09317975491285324,0.5299286246299744,0.7595075964927673,-0.17335477471351624,0.5505086183547974,0.7765999436378479,0.07354264706373215,0.5418005585670471,0.8273200392723083,-0.14351226389408112,0.5609586834907532,0.7781177163124084,0.07402289658784866,0.5572948455810547,0.8287991881370544,-0.16187624633312225,0.563441812992096,0.7788476943969727,0.05626658350229263,0.5592404007911682,0.8182414174079895,-0.1540055125951767,0.5592705607414246,0.7804939150810242,0.06486376374959946,0.5526081323623657,0.8179914951324463,-0.1401171088218689,0.47495341300964355,0.7290300726890564,0.0710238516330719,0.4661365747451782,0.7554035782814026,-0.07110074907541275,0.42396435141563416,0.7744603753089905,0.16219639778137207,0.407530814409256,0.8028476238250732,-0.026086432859301567,0.3583754599094391,0.7389546036720276,0.2704893946647644,0.33761724829673767,0.7742249965667725,0.04944804310798645,0.35058850049972534,0.7209046483039856,0.2799406945705414,0.3292600214481354,0.7497627139091492,0.057292692363262177,0.3428148329257965,0.7524346709251404,0.26626765727996826,0.3142971694469452,0.7930592894554138,0.024466538801789284
8,0.605473518371582,0.6765100955963135,-0.10183218866586685,0.6076091527938843,0.6637600064277649,-0.09037873148918152,0.6073475480079651,0.6629378795623779,-0.09036684036254883,0.6070960760116577,0.661939799785614,-0.09036708623170853,0.6067425012588501,0.662695050239563,-0.1085556373000145,0.6057931184768677,0.6611599922180176,-0.10854271799325943,0.6046897768974304,0.6593450903892517,-0.10851967334747314,0.5997473001480103,0.6538882851600647,-0.030886799097061157,0.5959097146987915,0.6511766314506531,-0.11336065828800201,0.599448025226593,0.6822629570960999,-0.07763717323541641,0.5982576012611389,0.6794480681419373,-0.10129770636558533,0.5623036623001099,0.6656970977783203,0.050765059888362885,0.5648542046546936,0.6898951530456543,-0.15096940100193024,0.5317303538322449,0.7247185111045837,0.10072312504053116,0.5297920107841492,0.7598397135734558,-0.16666986048221588,0.550632655620575,0.7776608467102051,0.08193881809711456,0.5440529584884644,0.8253424167633057,-0.1371334195137024,0.5607591867446899,0.7790656685829163,0.08314792066812515,0.5579102039337158,0.8284862041473389,-0.15462590754032135,0.5631329417228699,0.7795178890228271,0.06514394283294678,0.5623244643211365,0.8200814723968506,-0.14508840441703796,0.5590161681175232,0.7811010479927063,0.07297275215387344,0.5552756190299988,0.8156483769416809,-0.13315007090568542,0.47489050030708313,0.7309154868125916,0.07074906677007675,0.4677748680114746,0.758660614490509,-0.07080866396427155,0.4219280481338501,0.7738284468650818,0.150860995054245,0.40807288885116577,0.8025597929954529,-0.020909735932946205,0.3617420792579651,0.7389422059059143,0.24033327400684357,0.34092217683792114,0.7721913456916809,0.05434678494930267,0.3502865135669708,0.7218232750892639,0.24765552580356598,0.3314853310585022,0.7492632865905762,0.06236276030540466,0.34156811237335205,0.7552794814109802,0.23123714327812195,0.31470954418182373,0.7926504015922546,0.031165065243840218
9,0.6074936985969543,0.6781933307647705,-0.1116887629032135,0.6093961000442505,0.6659108996391296,-0.1005762442946434,0.6090790033340454,0.6652241945266724,-0.10055825859308243,0.6087592244148254,0.6643665432929993,-0.10056117177009583,0.6085671186447144,0.664655327796936,-0.11794698983430862,0.6075810194015503,0.6630716919898987,-0.11793356388807297,0.6064282655715942,0.661155104637146,-0.11790633946657181,0.6011471748352051,0.6565211415290833,-0.040467195212841034,0.5975528359413147,0.6535278558731079,-0.11962790042161942,0.6010088324546814,0.6844976544380188,-0.0870901420712471,0.5999261736869812,0.6816495060920715,-0.1098070740699768,0.5636186599731445,0.667689323425293,0.0427379235625267,0.5661795139312744,0.693305492401123,-0.15297192335128784,0.5311909317970276,0.7255365252494812,0.0966656357049942,0.5295190215110779,0.7614197731018066,-0.16559861600399017,0.5514237880706787,0.7796106934547424,0.08064496517181396,0.5443422794342041,0.8257110714912415,-0.13708029687404633,0.5621240139007568,0.7809133529663086,0.08237143605947495,0.5572274923324585,0.8300243020057678,-0.1543491929769516,0.5638865828514099,0.7809742093086243,0.06586188822984695,0.5622670650482178,0.8215751051902771,-0.1453663557767868,0.5605838298797607,0.7821974754333496,0.07264460623264313,0.5551221966743469,0.8174340724945068,-0.13337236642837524,0.4750789403915405,0.7322786450386047,0.06991460174322128,0.46874451637268066,0.7610798478126526,-0.06996521353721619,0.42313694953918457,0.7724015116691589,0.16274382174015045,0.4081829786300659,0.8020187020301819,-0.010690554976463318,0.3613518476486206,0.7392420172691345,0.26210954785346985,0.34145766496658325,0.7720291614532471,0.07449204474687576,0.3517622947692871,0.7235319018363953,0.2709464728832245,0.33225420117378235,0.7494024634361267,0.08359865844249725,0.3448919951915741,0.7532603740692139,0.25980913639068604,0.3179716169834137,0.7894981503486633,0.05505141615867615
