frame,norm_x0,norm_y0,norm_z0,norm_x1,norm_y1,norm_z1,norm_x2,norm_y2,norm_z2,norm_x3,norm_y3,norm_z3,norm_x4,norm_y4,norm_z4,norm_x5,norm_y5,norm_z5,norm_x6,norm_y6,norm_z6,norm_x7,norm_y7,norm_z7,norm_x8,norm_y8,norm_z8,norm_x9,norm_y9,norm_z9,norm_x10,norm_y10,norm_z10,norm_x11,norm_y11,norm_z11,norm_x12,norm_y12,norm_z12,norm_x13,norm_y13,norm_z13,norm_x14,norm_y14,norm_z14,norm_x15,norm_y15,norm_z15,norm_x16,norm_y16,norm_z16,norm_x17,norm_y17,norm_z17,norm_x18,norm_y18,norm_z18,norm_x19,norm_y19,norm_z19,norm_x20,norm_y20,norm_z20,norm_x21,norm_y21,norm_z21,norm_x22,norm_y22,norm_z22,norm_x23,norm_y23,norm_z23,norm_x24,norm_y24,norm_z24,norm_x25,norm_y25,norm_z25,norm_x26,norm_y26,norm_z26,norm_x27,norm_y27,norm_z27,norm_x28,norm_y28,norm_z28,norm_x29,norm_y29,norm_z29,norm_x30,norm_y30,norm_z30,norm_x31,norm_y31,norm_z31,norm_x32,norm_y32,norm_z32
0,0.8452344541249409,-0.9872336320306428,-0.7371334931370624,0.8797185270449409,-1.1562974164761757,-0.6858783273668079,0.8800449223515169,-1.166121630904739,-0.6856876934420072,0.8798946169983923,-1.179002060825846,-0.6857685947383693,0.8648722572909162,-1.1738395689490144,-0.7881087346363528,0.8551715875338174,-1.1935167582065693,-0.7881193414809294,0.8443621799626657,-1.2145541452255444,-0.7879366144766314,0.809605796507507,-1.294765210231064,-0.33684863189422476,0.7678573841149463,-1.3049396248295453,-0.8087482077946524,0.7874165756945593,-0.9127281229335665,-0.5867269906520101,0.7628218403389274,-0.939504055732064,-0.7220776558156407,0.4085885988003686,-1.1008913509457028,0.1962796172528063,0.3984546219792412,-0.7202838247283045,-0.9879003197669334,0.19632096441239205,-0.09599873051962686,0.6115580849778053,0.16507065770898863,0.6092342024820063,-1.061067201489529,0.4516444790973058,0.6776458902648609,0.372950390521933,0.2658230401469643,1.5993879635828463,-0.9357675822467492,0.5652614904202873,0.739903698250247,0.3344007902198627,0.4117550734990391,1.7127445441875422,-1.0804566098015382,0.6102053065752997,0.7894967793177363,0.20038726245391075,0.4522890941054761,1.5837177748202202,-1.0348570135595632,0.5590738152345436,0.7910439196819384,0.3064050605377396,0.41756729974831674,1.5342270469424895,-0.9207702754222187,-0.4553011661198538,-0.07015328126438926,0.6018443849274224,-0.6158376599863031,0.28757027104772853,-0.2846191310237434,-0.8339970755489559,0.15281003126566542,1.5029558086001773,-1.14691678399071,1.0910478860173876,0.30991057445739856,-1.560315306549899,0.08587189105768228,2.21861465462211,-1.9288772391578737,0.6830731470044565,0.8909335963740059,-1.6880638510836998,-0.061800922622436784,2.2890948226134356,-1.9920935324469222,0.4015325118496736,0.9576214317257334,-1.713693429362204,0.5803883667468208,2.3152165880299758,-2.143958539444927,1.2519344119059266,0.8102993514306462
1,0.8649560791380986,-1.0159287373131312,-0.6060224361228328,0.8988002658093621,-1.1799434377179716,-0.5582056237123272,0.8978487289611011,-1.1906978795965986,-0.5582471956231582,0.8965174536929662,-1.2039653638098888,-0.5585270102712336,0.8861535158951763,-1.1900654137881426,-0.6828133271097102,0.8760904477685173,-1.2064043941882432,-0.6826233598744863,0.8644996627680578,-1.22621857235502,-0.6825907100094833,0.8205953290349036,-1.3206696032343173,-0.24638800718365422,0.7789460573028468,-1.314255794384203,-0.8183549253283774,0.797886971526443,-0.9480707069625199,-0.4726225147210801,0.7801977335560466,-0.9736435199570874,-0.6391318588268385,0.3842590884773471,-1.098341050662854,0.29436718329103834,0.36864672755718436,-0.767497513423527,-1.0517405008242084,0.12509638010769855,-0.1157633649784751,0.6724107105234731,0.06148508291547178,0.49447867150597724,-1.174823643612325,0.3589210424112595,0.6127607112717136,0.5025649794371582,0.15200449848672642,1.5292667460963865,-1.0181374719631786,0.4723167767151498,0.6605009462256908,0.5144245244562771,0.27353977976737587,1.650078649095947,-1.1596839446150033,0.5034458336843147,0.7041789340322707,0.387842058839875,0.30029892384322243,1.5404341410494176,-1.1001485313958235,0.46101517712674817,0.7140738279637674,0.44281553357265624,0.26444650514377954,1.4907250198486377,-0.9935284440240552,-0.6322327467692862,-0.11025199736835209,0.5496735019771086,-0.8194255311123292,0.24668159551474517,-0.34299198888618965,-0.3841496370656514,0.02366170398776216,1.6340156920450217,-1.4615347187376446,1.019755823193015,0.03836467978037415,-0.7709453494196942,0.5271263546876886,2.3018208874511403,-2.35570148981691,0.6240374420692917,0.4340655385473266,-0.8815470852727428,0.5712610299064915,2.364205375153207,-2.4437014870255394,0.33753463606349055,0.48005200531303965,-0.7186042503696103,0.9383157578148017,2.44771591701225,-2.6201257661003883,1.1768453594132449,0.28224290670402064
2,0.8935333397630464,-1.0127227026338563,-0.6295139416278445,0.9186510119901693,-1.17661584641636,-0.5801538853033957,0.9171941315535961,-1.1853932547430506,-0.5800830991774268,0.9155216993492902,-1.1959892743262017,-0.5802559860864157,0.9074208342005425,-1.1915898774814333,-0.6908208677649035,0.897493670312323,-1.210315756604285,-0.6907000156902361,0.8854498019268175,-1.2332297451869825,-0.6905834764126476,0.8473851617857142,-1.3146540865175245,-0.24389993402121465,0.804466101769369,-1.3267641897902034,-0.7558649732055152,0.8350675218624133,-0.9349946074176922,-0.4898837609660169,0.8176944652386533,-0.9690794541368531,-0.6375476512647913,0.43205849091473186,-1.0637173834629499,0.3061693119308023,0.43667656624721857,-0.7762005895522924,-0.9969000764543128,0.16356970415980948,-0.10847086335133703,0.6581178950893698,0.10518012643425864,0.42971488887105763,-1.1229381958526177,0.3588505955231797,0.6295277435049462,0.44891294533820425,0.17915596831664,1.539816243011757,-1.0142078936706809,0.46846317451654274,0.6744472704566247,0.4353405026135677,0.2881412985968257,1.6767030951772695,-1.1595917206615916,0.49426215667190126,0.7132061020795023,0.3086757033288499,0.318960349735105,1.572659883271311,-1.1105149025974765,0.45494925693695,0.7268371323578195,0.38753558466189475,0.28250714965824175,1.521500962855557,-0.9944435634920472,-0.5438625338828473,-0.09103152765732675,0.5641488440833989,-0.7015275624993489,0.259350534291223,-0.318142509018565,-0.5835801996382357,0.08125665416417312,1.6346983837457254,-1.3417651756869469,1.0420163208175968,0.08016985864222646,-1.1277409838258372,0.4710074582839808,2.3377454368169115,-2.1808056297804685,0.6349818664453009,0.46648510888857136,-1.2416999458913935,0.43853250167989943,2.4044240923504256,-2.270111984686904,0.30933668140847864,0.5110284271710984,-1.192826874747369,0.9053304910628408,2.4407185299243523,-2.438731686823985,1.1645433295389855,0.3018758286823009
3,0.8886230864955551,-0.9925792176153906,-0.7538280922744612,0.9114241717272604,-1.14969195135533,-0.6773467673816226,0.9109896654017322,-1.1556780837465148,-0.677192158391426,0.910593965644077,-1.164176957407657,-0.677306744145828,0.9000226748515421,-1.1796491750582934,-0.7777103226699033,0.8906155810951952,-1.2057434353501137,-0.7775907340110269,0.8789958767968471,-1.236657767338075,-0.7773055684559911,0.8540388004418403,-1.2945703444087748,-0.21091114289505355,0.8056069313899245,-1.3453944765861416,-0.7181266924778597,0.8364479740770101,-0.9029899864166894,-0.570249735614574,0.8158575908675748,-0.9534750136235158,-0.7016197053745681,0.47015596079055455,-1.05487625373078,0.3688520656493238,0.47630075815259915,-0.777363547617633,-0.9526533294731726,0.20714158425211085,-0.0888148891973742,0.749426171904185,0.15426286422590232,0.45284642270166914,-1.0801502333875868,0.3879267519875275,0.6822637734499964,0.5620022172684761,0.21347214420135052,1.6060078479912896,-0.9629460357514584,0.49172541462222685,0.7217743721715789,0.5456438501014671,0.30887650088386237,1.7519062121310596,-1.112224912279118,0.5180858891530976,0.7567305166674174,0.4305006085845018,0.3404911302354316,1.6493699000336313,-1.0607851446839416,0.4775883727980882,0.7737388886885177,0.504544075852829,0.3073776767214256,1.5946420764329938,-0.9438976693849177,-0.43790595823121586,-0.05400926126809405,0.6478623524857258,-0.5675796952117523,0.30519055629943764,-0.26783546478232134,-0.8750145504132133,0.2653311133000669,1.4654516736572885,-1.1745449530602272,1.0984916619118055,0.02603156022739727,-1.471230707047506,0.14279469107329798,2.3161196700596456,-1.9392576369657128,0.6731814267455485,0.48960453720522,-1.5907702042540108,0.1371547467851976,2.3957766847772555,-2.0256394666177666,0.3036526311458379,0.5391687688283124,-1.6915050565464793,0.5827147725029685,2.3416011943219432,-2.1831731384648543,1.0578787506880747,0.31709502251125976
4,0.890359127646784,-0.9665740521303017,-0.7863592380700709,0.9112712451677873,-1.133049040038281,-0.7103922637063862,0.911084367457011,-1.1398143893590327,-0.7102323526879368,0.911080604818539,-1.1503843183664813,-0.7103239805342746,0.8992772079318528,-1.171694239420623,-0.8110016816442865,0.8900725400164995,-1.2031047898383975,-0.8109076220610503,0.8791514818514989,-1.2379807231706064,-0.8106117283152332,0.8572178079853457,-1.2863882844505434,-0.23528369105288638,0.808390675640522,-1.362259632609075,-0.7345954383272457,0.8382265174043021,-0.8750866421605191,-0.6032803813017321,0.8167029711315976,-0.9330623403369476,-0.7348297604947911,0.47168344669602513,-1.0717705875368595,0.3543515675216236,0.4874282073821387,-0.7657742094817623,-0.9549547671400528,0.19917874510579694,-0.08934707692876279,0.7523956743143799,0.15306384799287828,0.4837272637688287,-1.0625124355529512,0.3792354194388114,0.7263849174208413,0.5944814036671161,0.21965063392557543,1.6406902817087348,-0.9198151962610782,0.4828766690438342,0.7625553743250016,0.5836518092935858,0.33336383961374916,1.7426853571688656,-1.0524509782309386,0.5078342500286571,0.7853614784020019,0.46930628777151856,0.3496541828783038,1.618693603354039,-1.012899166653738,0.4670842482704085,0.8069520499362076,0.5384641556455408,0.3085072227612584,1.5738926795347936,-0.9026450910982385,-0.4269427962753339,-0.04029457712841338,0.6508452228314742,-0.5365791831790879,0.36443779945441424,-0.2754082739391742,-0.931905183985395,0.3673102849970575,1.4410187713933533,-1.1541131293542746,1.1536464648255065,0.029461523435140767,-1.518238077737875,0.056754730600256084,2.3014063884337763,-1.8979121296070447,0.7147128312300943,0.5097434947534855,-1.6300266938476171,-0.12013963870666097,2.38336701063556,-1.9908772061009534,0.3154187546781785,0.5609189600710727,-1.739004305465564,0.3831902697763158,2.3282200812499796,-2.1467965546360426,1.0503104004821553,0.3408716960544581
5,0.8880503015398439,-0.9696808313111509,-0.7866799653904241,0.9090079545876489,-1.1461956519572367,-0.7161868054989937,0.908453499297084,-1.154932395282274,-0.7160272709939426,0.9081072012828403,-1.1670526722236974,-0.7161323278641235,0.8968055227378434,-1.1795562065654552,-0.8218074442316476,0.887210103079056,-1.209393081194479,-0.8217246782102301,0.8761399206565135,-1.2432064896961277,-0.821458687409515,0.8492724933000588,-1.3018658462328923,-0.252994913291179,0.8027360956701156,-1.3677222428570324,-0.7613742543420089,0.8357757016593098,-0.8754528999194646,-0.6090662825255545,0.814471119817636,-0.9304760780361405,-0.7474538691866598,0.4633148409005815,-1.0626674663465299,0.36010672279637207,0.479201025761649,-0.7486919448237647,-0.979028898877546,0.18320957896786877,-0.06900305948631585,0.7230165470862797,0.1386077824484634,0.5056685312763989,-1.0357233236716767,0.36496368173688687,0.7594802679595941,0.4763179012118943,0.23713997536459508,1.6311496494362276,-0.8224993601739813,0.4714544211843701,0.7931878516566726,0.45410587009084924,0.3790395290735842,1.6722239742586407,-0.9460110539518022,0.49662568212861863,0.8118940542734953,0.3588017960181739,0.4014732064443949,1.5033476070739475,-0.907457381692574,0.45441706350728317,0.8352432010187478,0.42508843284643516,0.326186504276727,1.5170552560839201,-0.8040441367412772,-0.4382751930808615,-0.02882776881443862,0.6675280272225611,-0.5420520031908524,0.3860006982167399,-0.28829637070761666,-0.894840108998341,0.36482429678333367,1.487045784184714,-1.1686949756247873,1.188198478934735,0.06457951039550743,-1.4997823699859665,0.08824497309171184,2.3698270690756815,-1.9184651847314678,0.7446848162287715,0.4841496859680113,-1.653987488013484,-0.27324397892973273,2.450276241647316,-2.004970302533604,0.3388342968069207,0.5296887654533472,-1.6770623528733266,0.4676860068253408,2.4106157237900727,-2.1735332263902905,1.1202446537515507,0.2928189469735366
6,0.8870358697845675,-0.9851716295102696,-0.7884814789438166,0.9073306869758833,-1.1648087761422712,-0.7108455137891297,0.9064269856772653,-1.1738019771159331,-0.7106862360771039,0.9058147202299663,-1.1858281603527596,-0.7107366564389239,0.895888390118088,-1.194470477482981,-0.8306883849198134,0.8862666292328026,-1.2223546877921247,-0.8306292095579284,0.875185187495632,-1.254859990253101,-0.830384175038037,0.8452454696625957,-1.3158743646622248,-0.2502678499480896,0.8007689815976731,-1.3752285297627953,-0.7997183633043482,0.8350939959745911,-0.8882921196735263,-0.6014130761092276,0.8152469643402376,-0.9398009065650049,-0.7578417212464659,0.4594932219113552,-1.0678696641184227,0.3936509468580006,0.4784471840270746,-0.7446210476569834,-1.0266568254710795,0.17758219466013256,-0.07293420007746491,0.7656828738293231,0.13905700179081434,0.4855796300968872,-1.081209125394151,0.3599441135306558,0.7628518884860274,0.5411099493909972,0.248437379662361,1.6044693781298227,-0.8467219544966789,0.46627504674333664,0.7911263969881489,0.522765376242758,0.39849682394816727,1.6263539553789317,-0.9771789446820662,0.4929739478777998,0.805077154073107,0.40960362498095226,0.42485113033139266,1.4439318484881702,-0.9350419732246608,0.4507463939788495,0.8300120174461529,0.48349474433976486,0.34183569062305513,1.468730203626234,-0.8267107668782353,-0.43331550541384883,-0.02845270331078251,0.6845113126544119,-0.5332986405774139,0.3896633685098081,-0.3238579502534626,-0.9300638488947532,0.6485771919450175,1.4686170296202332,-1.1458439538494638,1.1889460014482984,0.029772627921608622,-1.5807259696049814,0.13257606371168665,2.313688136797701,-1.884678552958966,0.7435734649343634,0.5448938498708963,-1.6265836509695564,-0.23643645786479056,2.390537839657394,-1.9741249687598215,0.3417922376829298,0.599311001073085,-1.7655450804493937,0.5070364174546783,2.324526193986597,-2.1242638386960944,1.0805084739411823,0.3669046985494953
7,0.8878709578880635,-0.9654703605220571,-0.7490056372326317,0.9100440873255147,-1.1703517613689178,-0.6659945469184948,0.9082326955537925,-1.182507105116361,-0.6658715633807322,0.906432966419706,-1.1976892034245263,-0.665885323377297,0.8996692504140787,-1.19356279707651,-0.8018192446289527,0.8894797880587458,-1.2217247314138922,-0.80178921243728,0.8780043664483272,-1.2531747725305014,-0.8016110747224148,0.8375313309145183,-1.3310754858711122,-0.20416018851965223,0.7959067633699499,-1.3882346954103053,-0.8220663658814374,0.8316380159703285,-0.8694288445128485,-0.5603261663270009,0.8154226528955797,-0.9210079376282662,-0.7378548443317111,0.4514452363945536,-1.0930398301960331,0.4501167714636359,0.47510811433419714,-0.7381432421621694,-1.0888153754717624,0.1698772450728993,-0.09031519774976429,0.8619636030884447,0.13726421348246606,0.485038397119063,-1.1805485336499826,0.3492019613582229,0.7678530570544995,0.7114801697843377,0.25952425763972475,1.6070816590128487,-0.9518588752222754,0.4568192570524415,0.7929665396658494,0.7151604264589453,0.4190881690090706,1.6315560614823452,-1.092586071293917,0.4823911246261263,0.8050449570999212,0.5790899329592264,0.4391239666440357,1.4568642936945497,-1.032270924857446,0.4394345610989633,0.8322837756768485,0.6449719971760752,0.37082326388859915,1.4527290112334519,-0.9258410626303252,-0.42888379878600025,-0.019251063951325843,0.692178091947381,-0.5196817295405516,0.4171321871079927,-0.39695367001650284,-0.9539814749576943,0.7324511731471393,1.3908531653282814,-1.123218009688205,1.2021543664788603,-0.05199916326920062,-1.6294317271472099,0.14496294546139193,2.2207259805622828,-1.8432048058929935,0.7285565319740234,0.5268379732235234,-1.7096237166182298,-0.15369656255894668,2.293153349701153,-1.9292695472365826,0.3237968993537929,0.5869532285895641,-1.7896788235527896,0.3680078323769471,2.1883738877259202,-2.0833606124396544,1.0401939035540053,0.33539926616024596
8,0.896829895571556,-0.9500596328500187,-0.7327567637508783,0.9187202052970744,-1.168084846872981,-0.6373457135603157,0.916038749271808,-1.182143131753229,-0.6372466565801853,0.9134611546100172,-1.1992101933293728,-0.6372487047508272,0.9098370039739084,-1.1862954882095569,-0.788765293331986,0.9001058051654223,-1.2125448225679927,-0.7886576712746264,0.8887965245813009,-1.2435794572608563,-0.7884657018262913,0.8381360062237871,-1.3368902656989554,-0.1417584284432411,0.7988006531295146,-1.3832592653612479,-0.8287926921845185,0.8350684303060694,-0.8516862926204174,-0.531204359443184,0.8228665529452528,-0.8998206043549631,-0.7283043511045085,0.45433772072083706,-1.1349607839190785,0.5384283043163108,0.4804808478060913,-0.7211765265027412,-1.1420858388151174,0.1409604944004682,-0.12570068367295947,0.9545953522326137,0.12109242651674339,0.4748682679472666,-1.2728758094222241,0.33470959132020645,0.7796078125032336,0.7981159220548398,0.2672675204217901,1.5949577585586723,-1.0268275806451554,0.4385068051303365,0.8036301221053914,0.8081881425476235,0.40930465541612127,1.6487161996319557,-1.1725457360736253,0.4628378568975364,0.8113630451378312,0.6582091094606798,0.4545509419905609,1.5049961507380238,-1.093095210773666,0.4206408177649071,0.8384349007678077,0.7234256556552892,0.3823000899632147,1.4291906741942377,-0.9936449818801593,-0.4416495185424687,-0.01973303613945564,0.7049016279762641,-0.5145849391449598,0.4547057948448911,-0.474320640340261,-0.984516064327593,0.714074169137374,1.3722602335458365,-1.1265318161000322,1.205377234271549,-0.05864622401264184,-1.6014238487616272,0.1175230351781308,2.1175936264350685,-1.8148284032445634,0.6860799073726461,0.5682652473708291,-1.7188437022900032,-0.17520892189330048,2.178590382515594,-1.9115563238971724,0.29401245383823765,0.6350409479500579,-1.8082075467975791,0.3968887667787021,2.0418198777660104,-2.0835085863185205,1.035927660001196,0.37515392838639516
9,0.9062642721478267,-0.9541684721809188,-0.7729455939971797,0.9257618465000301,-1.1667202365421032,-0.6863105684122716,0.9225119453328239,-1.178603908573769,-0.6861703489202029,0.9192345544001056,-1.193445862992972,-0.6861930605280732,0.9172656763057624,-1.1884483461981261,-0.8217357620400436,0.9071592167361645,-1.2158537174514312,-0.8216310911515979,0.8953447264027493,-1.2490209315976175,-0.821418845077025,0.8412192107604919,-1.3292132831384433,-0.2176905202919177,0.8043810923232664,-1.3810131378175705,-0.8348404178671488,0.8398013497437464,-0.8450699471295121,-0.5811706939770048,0.8287052586157135,-0.8943581499210335,-0.7582756378915877,0.45659218585427436,-1.135943991215412,0.43099029166551256,0.4828381921978552,-0.6926472321055315,-1.094795913229626,0.1242427534642242,-0.13487794123606117,0.8514196187844894,0.10710746629502577,0.48609420703018785,-1.1932356890852993,0.3316078288607155,0.800894442978471,0.7265198322987281,0.25902996083939184,1.598677600819235,-0.9709021754607786,0.44127366674358554,0.8234374212140456,0.7399796837322956,0.3910895725920828,1.6733195627061772,-1.1055333341023954,0.4593381079870924,0.8244905614921751,0.6112685293129888,0.44273978757089666,1.52710325811658,-1.0355016555897345,0.4254884325028694,0.8456596094138726,0.6641477161477612,0.3695125501998098,1.4554412396806822,-0.9419945389165273,-0.45084497369958765,-0.018203201353252277,0.6428641514475345,-0.5157660257002792,0.48021168106919576,-0.44766193021742756,-0.983194667863603,0.6761370319698802,1.3665760418608153,-1.1364568303139246,1.1886728648405103,0.014453071955630519,-1.6164256926201828,0.10230038937423531,2.141247610685131,-1.8203197269580151,0.6696933813161334,0.678550651124505,-1.7147083240463383,-0.16956865018224493,2.210141733881854,-1.9146453593596258,0.2781304622156443,0.7495473115848613,-1.7851215257545048,0.3448929543820853,2.1233132239853965,-2.061026528060434,0.9720003410169089,0.5269883082883394
