frame,norm_x0,norm_y0,norm_z0,norm_x1,norm_y1,norm_z1,norm_x2,norm_y2,norm_z2,norm_x3,norm_y3,norm_z3,norm_x4,norm_y4,norm_z4,norm_x5,norm_y5,norm_z5,norm_x6,norm_y6,norm_z6,norm_x7,norm_y7,norm_z7,norm_x8,norm_y8,norm_z8,norm_x9,norm_y9,norm_z9,norm_x10,norm_y10,norm_z10,norm_x11,norm_y11,norm_z11,norm_x12,norm_y12,norm_z12,norm_x13,norm_y13,norm_z13,norm_x14,norm_y14,norm_z14,norm_x15,norm_y15,norm_z15,norm_x16,norm_y16,norm_z16,norm_x17,norm_y17,norm_z17,norm_x18,norm_y18,norm_z18,norm_x19,norm_y19,norm_z19,norm_x20,norm_y20,norm_z20,norm_x21,norm_y21,norm_z21,norm_x22,norm_y22,norm_z22,norm_x23,norm_y23,norm_z23,norm_x24,norm_y24,norm_z24,norm_x25,norm_y25,norm_z25,norm_x26,norm_y26,norm_z26,norm_x27,norm_y27,norm_z27,norm_x28,norm_y28,norm_z28,norm_x29,norm_y29,norm_z29,norm_x30,norm_y30,norm_z30,norm_x31,norm_y31,norm_z31,norm_x32,norm_y32,norm_z32
0,0.17636676089059192,-1.0852914525906545,-1.1802521010158857,0.26378410455276174,-1.1591252047902187,-1.0933621618569531,0.35702607829797617,-1.1593474455804105,-1.0934968793957804,0.4388172033168919,-1.1586385275994207,-1.0934565414944908,-0.002821575152828422,-1.159540657059678,-1.1128689078318088,-0.118130549948763,-1.1582681262824344,-1.1129878217545146,-0.2302010851527151,-1.1562781114980265,-1.1131875219945975,0.4903927747061061,-1.1344423589987582,-0.4585081362009227,-0.4699596445225179,-1.126123478542487,-0.5575738222058214,0.28131044840092057,-1.0176290463594126,-0.9315768966310439,-0.01895219714866801,-1.0150700253548635,-0.9602239900085239,1.3978902108475566,-0.6971368877278147,-0.00017851335762223469,-1.2997904049423066,-0.7151076174911644,-0.0894216441115115,1.6307385786936222,-0.24592796282522503,0.3405003432929917,-1.5483509062876422,-0.2404089038870727,0.17730297523495192,1.6091390988516037,0.17296864230655887,-0.17067875452844705,-1.577580104196546,0.19538180842202843,-0.2902896388081128,1.6955985941837506,0.3096564047114605,-0.32271302283508646,-1.5791959031056444,0.32984367306249707,-0.44521607937981655,1.531453038104215,0.301025657450395,-0.5087125776311442,-1.4720628479838347,0.3189654543414482,-0.6372580860168573,1.4404323602481492,0.26364288470479325,-0.2539465711811709,-1.4344467757090746,0.2806680203565562,-0.3758292529070268,0.6433999230622313,0.28222735438052826,0.6051243849928324,-0.7516400324696605,0.28090818634966847,0.5913826939671621,0.49674194077940137,0.9286637886736244,0.9151639761388688,-0.7376075544348236,0.9174648198613781,0.8421722122109676,0.2635286783314223,1.5015174236080437,1.9089184278338027,-0.6497785640498701,1.524185349687145,1.8793692021598107,0.19206635113792117,1.5762185652728247,1.9692952038508735,-0.5736512874300308,1.6017443714918935,1.942595049670705,0.6294290209914674,1.7238819452889806,1.3452543328382067,-1.0739457328617186,1.7193714566178084,1.2846601189559654
1,0.18519410881949125,-1.0885561248485127,-1.1539591695261888,0.2699790911580861,-1.1602225249920277,-1.0526745776453592,0.3588135533216438,-1.16035763553191,-1.0530565062906372,0.4410049456988576,-1.1596907945320223,-1.0530563808625106,0.007161212026480417,-1.1603874137048267,-1.0670593023362338,-0.11008370469197495,-1.1587998252625762,-1.0670719705770133,-0.22028266386309528,-1.1566280777686424,-1.0673541838617016,0.48920726151244887,-1.133834628740889,-0.377604847583455,-0.4694527200911235,-1.1271229770334679,-0.44847217807027223,0.29052636696863815,-1.017351286385205,-0.8939869256620605,-0.010078263700933527,-1.0130171366750085,-0.9144359748424422,1.4047628309599722,-0.6941945940308286,0.03683802922197085,-1.279943860185159,-0.7139701519491141,0.0164111181059214,1.6300686547542877,-0.24398172399000692,0.29786319517275506,-1.556348900142693,-0.24116927059475599,0.26873186996745624,1.6065317686263805,0.18009969055473962,-0.3144112725916898,-1.578281102631652,0.19024707815968186,-0.2851733491573579,1.6943200960923643,0.31331203030808175,-0.4962426716256998,-1.5856669967273236,0.3281621517103319,-0.46172397320828196,1.5304340536341587,0.30511606339639763,-0.7020053809168909,-1.4632932730287498,0.31523303925027607,-0.6833900909463501,1.4389213035140116,0.26572841072179443,-0.4084130057337921,-1.4159436600047566,0.2720477191615855,-0.3859045521439456,0.6388617516406409,0.28561959665193687,0.5591899709370832,-0.7605860546748932,0.2817389305005713,0.5605241493677647,0.4850845293673058,0.9310944406829214,0.8795171139071172,-0.7455143897978126,0.9186535001852536,0.8246430924768658,0.2563427139295368,1.501184889608309,1.938660937351338,-0.6591521934403374,1.5234982447950507,1.932058149914646,0.18554663561035858,1.5756467949316384,1.998358579600512,-0.5818046107350406,1.6016428230987576,1.9944074681867505,0.6252757353822155,1.7225333350460985,1.3062573405217373,-1.1016042193013933,1.7177254272763616,1.2725352988499625
2,0.1899512260111986,-1.0906568498741314,-1.152710012989628,0.2756161767778755,-1.1609999865290506,-1.047290210840689,0.3625279593542045,-1.1610558382738922,-1.0476487213353434,0.44527057604576314,-1.1603921043656455,-1.0476222728025573,0.014189425087898135,-1.1612945926165728,-1.0641943666350582,-0.10489799315304153,-1.1595883455446938,-1.0642037311873365,-0.21497872246214977,-1.157427057061583,-1.0644580926748959,0.4907465192399538,-1.134021695127609,-0.358564975528672,-0.4718468173693322,-1.128504713567024,-0.44214075728243535,0.29567611036606906,-1.0181668227779728,-0.888774283109802,-0.007552924805371426,-1.0125821229545204,-0.9128539638134188,1.4115329630080367,-0.6921915157443598,0.0631346705696922,-1.2746613079535396,-0.7129373536583773,0.015645887034387414,1.6311781733353807,-0.2427056918117845,0.3270961687867841,-1.5493618633545925,-0.2405420300250686,0.25747279482116814,1.6070412610572153,0.18597654381904746,-0.30993485554744815,-1.569549706675569,0.1874733072927098,-0.3047135481862777,1.695239055000986,0.31801038506538726,-0.49918245979964043,-1.5882694689193768,0.3263894125535701,-0.4851082337393728,1.531489245559954,0.3097193280308361,-0.702284412955566,-1.4519165414325788,0.3128103186462132,-0.7051138997716546,1.4393527537184096,0.26869503479277995,-0.4034055522632755,-1.3947754610765495,0.2679156418888412,-0.4046857118693202,0.6343741687363031,0.28687675549176866,0.5546239950398588,-0.7740283755398726,0.281869084884854,0.5564159229295267,0.4772387905220767,0.9319859263664829,0.8627599958815153,-0.7568204832907633,0.9203709785227671,0.8113713508773117,0.24840712623304395,1.5002877144467484,1.9406796304978828,-0.6726351370006053,1.5225154431318357,1.9354958446198276,0.1773791973205281,1.5746154696345125,2.0025488229885546,-0.5944753762304763,1.601087614487091,2.000292598629503,0.6236113137435567,1.721057795288097,1.3055226080958435,-1.1250518618546907,1.715409965588747,1.2718297715605362
3,0.18710409079453916,-1.0918150812404273,-1.1586965211841407,0.27675997230691607,-1.1613641628684983,-1.055735234047406,0.36430627636291607,-1.161330477411713,-1.0560703986044002,0.4490235651061291,-1.160613752105843,-1.0560438383942234,0.013912191083829099,-1.16179369197943,-1.070956005159452,-0.10482754596574771,-1.1600528022691436,-1.0709747237837672,-0.2141704963036965,-1.1579646202438327,-1.0712352667978835,0.49818205760445095,-1.1341518489550462,-0.36815007798406835,-0.473247030698827,-1.1290025603497658,-0.444457878015299,0.29580883013083376,-1.0185286535337326,-0.8941042133105633,-0.01270933037062512,-1.0128252154421835,-0.9161390695820902,1.4285033950993646,-0.6919508385122646,0.06755110353149166,-1.2755977792929658,-0.7133023573881525,0.017469645511384184,1.6353928356974143,-0.24232479428514891,0.3434057310025231,-1.549324157135158,-0.24067736985636493,0.26192776472527274,1.6086761627845318,0.19014364950967316,-0.294414824024258,-1.551822463110724,0.18489694193077932,-0.30169750717757443,1.6976381348805647,0.3228203841869207,-0.48484090690860693,-1.582528534975765,0.3243869951489572,-0.4825091101708615,1.5329913002901843,0.31479502179246244,-0.6875622802312068,-1.4356448531368788,0.3113486674532035,-0.7019233858738602,1.4400817030530104,0.2729317482450489,-0.38782809503396876,-1.368661707554176,0.26578853363438226,-0.4011582218515885,0.6329768626883677,0.2868044631238941,0.558538632242711,-0.7869347003136846,0.2806892084620703,0.5612491317048947,0.47024466110294977,0.9332128803579944,0.8561373399819127,-0.768736403697426,0.920668606028423,0.8006119558351764,0.2398876217822566,1.4993793765761605,1.946019786561654,-0.6853303484667025,1.521694014850272,1.9239627967816464,0.16837781962236661,1.5736354077361407,2.009299993216899,-0.6058324653333811,1.6004873030767601,1.9887230395297018,0.6206976830165416,1.7197954976931487,1.3116786190680476,-1.145197347051348,1.7142195266352562,1.257922018441902
4,0.17994251230351238,-1.0923432604052432,-1.159942903977025,0.27747635105557106,-1.1616556779801113,-1.0563317360266231,0.36893894753678247,-1.1615313865128674,-1.0566517042469568,0.45686526230905694,-1.1607755172845897,-1.0566084721916784,0.00894875258715793,-1.1621972788392851,-1.0721875705306148,-0.10984029664885583,-1.1604910384683405,-1.0722106531324005,-0.21932198374775377,-1.1585275179228336,-1.0724667297312167,0.5184523753871806,-1.1342677527227898,-0.3658315808659754,-0.479339524973639,-1.1294265526341456,-0.4459946512476829,0.29342479396172494,-1.0186687816040072,-0.8943844569543677,-0.021918671905373048,-1.0129852142812554,-0.9174780261641431,1.4471273214448126,-0.6917254534944136,0.07707014497387396,-1.2887118636425667,-0.7134775671835732,0.013319601512981732,1.6392027605798294,-0.24064784098873374,0.362064078936016,-1.546890913582108,-0.24041823385077157,0.2543479061851689,1.61268768280599,0.19334870827424938,-0.2812698720340345,-1.5310948966116844,0.18314162732302278,-0.3128499319533827,1.701816989963334,0.3259107764339932,-0.4730760268543618,-1.5682657198002514,0.3232443607588432,-0.495943998701933,1.5362261434150104,0.3175911547105326,-0.6784372801631213,-1.4090580024374229,0.31001917937018847,-0.7145541553229505,1.4424279125955357,0.27526247792698655,-0.37587104606861804,-1.3303006939529092,0.2642571484685748,-0.41170589264364554,0.6330907491425456,0.2865853357139301,0.5634743927023491,-0.8032446383999735,0.27885649378897265,0.5660900609448005,0.4613864500642495,0.934197328548587,0.8615099854648923,-0.7853310734301001,0.9208880211286679,0.7935528610028789,0.22851714049908228,1.4989723792295266,1.954215581650734,-0.6971479795814803,1.5214099935681806,1.9139406499648082,0.15640794782679426,1.5731266294195898,2.017460252677187,-0.6174878405545657,1.60032780121277,1.9780337660171197,0.6149708229058376,1.7189758665699726,1.3165474210756318,-1.1699568171152928,1.7130237917263806,1.2421699857022876
5,0.17879032963946012,-1.0929832819565013,-1.1583549398178592,0.28008498418027244,-1.162003476356001,-1.05484976905055,0.3736598642395796,-1.1617641100119644,-1.0551705083999723,0.4634514187519544,-1.1609413474925683,-1.0551255972574314,0.007369875048160512,-1.1626214968572153,-1.0706507303760124,-0.11229487452065841,-1.1609343910070085,-1.0706754124203552,-0.22319154333874117,-1.1590082350166542,-1.070926813036959,0.5314476258420264,-1.134348126114783,-0.3651686279427859,-0.48242237138079036,-1.1298615091325723,-0.4451020646817333,0.29617943009349906,-1.0187071465126498,-0.8931566787453621,-0.023629365843547426,-1.0130227491985895,-0.9161865528414791,1.455987794459815,-0.6915365160456511,0.07717985370450575,-1.29172305633257,-0.7136891281070874,0.01279018884442933,1.6394413915752308,-0.23887515483155727,0.3635168703557737,-1.5446004416597519,-0.24041822981028646,0.2532305464559982,1.6131300820897467,0.19581333542895515,-0.2802949019108044,-1.5199817345438014,0.18192344719316897,-0.31666020466580197,1.7022031345524238,0.32864900821363435,-0.4716546008590887,-1.5617549725643356,0.322221531760227,-0.5003898440093467,1.5357792138870543,0.3199426503315997,-0.6770306475452332,-1.4004383058128822,0.30900958466263656,-0.7181817223620577,1.4415494368775308,0.27727536235418154,-0.37487853146449474,-1.3181285955950635,0.26320934855217565,-0.4152248316860117,0.633585636887074,0.28665681553941025,0.5610663771523285,-0.8102571885746229,0.2779381257057013,0.5635331281668428,0.4557622689479773,0.9343596920259815,0.8543779578687491,-0.7936433010156314,0.9208486160493178,0.7876969182464701,0.22178737688890562,1.498498734336586,1.9547508549285473,-0.7034583371842419,1.5210339531038137,1.915563783815424,0.14960972344403597,1.5725761356361483,2.019148344251134,-0.6231851680220415,1.6000343327525224,1.9809851962971343,0.6107561176620917,1.7182297654726193,1.319725365636455,-1.1818664486782295,1.7124944593324165,1.2461175933495494
6,0.20131732262395677,-1.0942408267284147,-1.1480206257179384,0.3194232634928179,-1.1625852480825758,-1.0387283297140195,0.40999657207778484,-1.1619080233443586,-1.0390982453157538,0.4993511180118209,-1.1611384067050554,-1.0390729050520755,0.04309674752319009,-1.1637328028745269,-1.0532062411886758,-0.06682233935910624,-1.1621754070854504,-1.0531940935365,-0.18741807215423548,-1.1602882432801898,-1.05346238684369,0.5602940020696735,-1.1341272790690766,-0.343846639483122,-0.4417949816288336,-1.131260129372809,-0.41747414710902914,0.3269354028734093,-1.0198032779487824,-0.8835538289632119,0.01369677129459483,-1.014404432227883,-0.9047079855776429,1.4735344757886246,-0.6897711946559067,0.06663075658495758,-1.2746042476533126,-0.7140563663726621,0.030747441087700906,1.623924560251052,-0.23702023996867005,0.33371858889895323,-1.5637467775029532,-0.23941611200196186,0.2616959265418518,1.5923483918426269,0.19787191301068685,-0.3209125905851345,-1.5211482907339167,0.18354848344949376,-0.3102635407042765,1.6819405133421466,0.3310849250196889,-0.5243934711013992,-1.560077422894059,0.32264899167847283,-0.4982133213642524,1.5143998488074584,0.32192154365043446,-0.7311457274105435,-1.3880251983708372,0.3092993885482143,-0.7164231648334691,1.4192888469217546,0.279560251839655,-0.4166049368788947,-1.3075334089071666,0.26367263528981844,-0.4094902006815557,0.6192792634679413,0.2884368234783585,0.5448017332233801,-0.8378215705117175,0.2779189926326696,0.5484447697459908,0.4297771136599492,0.9337764059238424,0.8367796915555937,-0.830797648918195,0.9205809472302676,0.7813701354553517,0.1881603878074751,1.4972551846583309,1.9540516407313961,-0.7434185438111549,1.519995595375902,1.9424806754843515,0.11511065293257836,1.5715016322408448,2.019478372869491,-0.6626868030263461,1.599098224453449,2.0100131312861325,0.5813289426375913,1.7167745512018682,1.3134254143341013,-1.2273088919546653,1.7109815000363346,1.2581741042619317
7,0.21326121081765625,-1.094225268966872,-1.1431704297184335,0.34276427686633276,-1.1624694074202095,-1.034084759132321,0.4353614963989281,-1.161669981046481,-1.034481012273165,0.5245778456970249,-1.1609065549123752,-1.0344574320496904,0.06163228032881999,-1.1640248388260166,-1.0460249148613556,-0.04630998915386893,-1.1626107241503079,-1.0459917181221625,-0.16878189418594725,-1.161033345229994,-1.0462380590042697,0.5940811942202036,-1.1340699552314721,-0.3403648596963143,-0.4165653491367666,-1.1329248949782074,-0.40276076567144775,0.3452438996053162,-1.0196231408254182,-0.8793562068176384,0.03251340291420025,-1.0147629505805553,-0.8971767960420598,1.483219070609085,-0.6888824656836533,0.05807043981700054,-1.256266939293483,-0.7156099593751732,0.0510342460386374,1.6188711241999139,-0.23618403140506278,0.3190411051263836,-1.564599682001854,-0.2394131581617533,0.2881808993201602,1.5754538837413674,0.19849154606869263,-0.35822431018288625,-1.524017317924703,0.18367650008919245,-0.28983843464633813,1.6650946300082519,0.3319147499422218,-0.5690157000730806,-1.5627447334528837,0.3225862667978633,-0.4787095038883183,1.4971121107052932,0.32232984403844495,-0.7737622535690273,-1.3893463842926164,0.30919544082449235,-0.6988415604024043,1.4014010572331668,0.27985240340774725,-0.4525110193431489,-1.3096467793816853,0.26373155926298225,-0.39046255939825986,0.6081435162533999,0.29199458949104395,0.5370096931179114,-0.8485239751518965,0.2778812323926123,0.5435286062927436,0.41727932442541826,0.9335520176843956,0.8306576570572046,-0.8492893202472943,0.9203645614857358,0.7780057350338669,0.1689570283793967,1.4968502933946128,1.9508952884341728,-0.7650000290166102,1.5197344457148256,1.9507993867431708,0.09406050039892914,1.5711389983972455,2.0164393518427786,-0.68449812309446,1.5988699198203564,2.018702526363954,0.562873711498517,1.716252174817757,1.310304991679862,-1.2563110479672053,1.7099941331633308,1.262802368024476
8,0.23335831036643515,-1.0942997073505678,-1.133113117694032,0.36648013370029336,-1.1628721666749477,-1.0279445227852717,0.45896409181364606,-1.1619294082124605,-1.0283236379586436,0.548015306871559,-1.161193731468169,-1.0283098287044363,0.08238908177834005,-1.1646912343595561,-1.0399174019097857,-0.025116998269505177,-1.1633403102543445,-1.0398946422130368,-0.14863857558433313,-1.1618798474963679,-1.0401373270693808,0.6128800956686247,-1.134698004433042,-0.34707809333140993,-0.3923538037403947,-1.1345914646771105,-0.4086148791428882,0.3667922012507879,-1.0196533770813636,-0.8730675994059642,0.05848375453244214,-1.014985041731458,-0.8907385859794287,1.4857806783026688,-0.6887494183385676,0.0521551176046894,-1.2438336885572876,-0.7170227020126586,0.04319297555599272,1.6138522481476079,-0.23604573820800914,0.2953882205201015,-1.5637982156158603,-0.23959737907907708,0.2798357877133149,1.5576562671081728,0.20060137476528025,-0.37889186596014873,-1.5283630643669583,0.18478677123148235,-0.28498011477256957,1.6464621160767656,0.3347732817951869,-0.5876653495339086,-1.5686709955741547,0.3223610056374773,-0.4698471581127527,1.4775930739435108,0.324792637459523,-0.7871863131302274,-1.3938262171781859,0.3087340184254731,-0.6854119817601945,1.381847890817738,0.2824832539106508,-0.4707274980684574,-1.3148659803179437,0.2633382965247716,-0.3832493249798235,0.5973386552149885,0.2962829144456018,0.5308584188175344,-0.8576870188434546,0.27797417576627836,0.5397732019370258,0.40783027523833976,0.933409910990438,0.8191464771666186,-0.8626181625802766,0.920056928247022,0.7846066554666199,0.15464105740047096,1.4959638134834807,1.9269026653516474,-0.7841820086292617,1.5188147760090218,1.9635278762321204,0.07728641999849817,1.5707133689384318,1.9969313113879905,-0.7021261093120144,1.597947771614684,2.0357986081251496,0.5463120374165698,1.7151067790707453,1.3186949694749954,-1.2878828570778553,1.7074084530621474,1.3182869571585607
9,0.24809896546612148,-1.0944759683989207,-1.1132494006426168,0.3865537352890617,-1.1631634473167276,-1.0128636054128248,0.4792845588505734,-1.1621711748741645,-1.0132300601217623,0.5687346768409126,-1.1614388885456488,-1.0132077606465733,0.09905409699568785,-1.165068433609577,-1.0230545894601226,-0.008491976327706208,-1.1637359850432907,-1.0230294406075486,-0.13070654346391136,-1.1623437096784472,-1.023264576184818,0.6391798994265301,-1.1350914190279595,-0.35682673475560084,-0.3653290664943536,-1.1353976564664852,-0.41080422496797203,0.3830955023601417,-1.0197709238140846,-0.862256790452204,0.07456478975228881,-1.015184939244988,-0.8775202856751091,1.4899478065067013,-0.6884198053684291,0.03453918248780912,-1.2227578000372086,-0.717935411685711,0.031613522314519506,1.6100770189472333,-0.23596267193600992,0.24130973440261888,-1.5586336433167574,-0.24004368044023866,0.2645427523431016,1.5384317114232433,0.2019360283815094,-0.41671228509030966,-1.532788027060168,0.184134477650883,-0.27933773093483233,1.6267432872925622,0.3373570650758498,-0.6203330051631948,-1.5723766278378453,0.32142293130283084,-0.458000011174494,1.4577301416226975,0.3266700098887034,-0.8119433517853147,-1.4006828190659943,0.3073457961003356,-0.6669843744601746,1.3621091726770576,0.2842457062658163,-0.5049739795458732,-1.3229625253598871,0.2623888772899713,-0.3745133776727125,0.5884402135508775,0.30052269968650414,0.503287223832125,-0.8592634339550325,0.27914606364261535,0.520405958929872,0.40606044135834946,0.9332749150900063,0.8120961450136063,-0.8686948707142943,0.9200482991239936,0.8124598742311318,0.1431566267230231,1.4959865240895973,1.9156058062066974,-0.799545597840233,1.5184984486169275,1.9790034619406704,0.06193904406929148,1.5717755544942043,1.9852299709573027,-0.7144366155046777,1.598063355067686,2.0525069920583037,0.5306609761826802,1.7145481839653576,1.335898986090286,-1.3371931183569212,1.7028391797178941,1.3736059739460136
